Al Hayba (S5E1),"00:39:02,040 --> 00:39:04,000",Speaker_1,الصباح رباح يا علي,20f160bd-5286-4525-9c42-be8f367c8fa9
Al Hayba (S5E1),"00:39:04,680 --> 00:39:08,280",Speaker_2,انتظر حتى الصباح وسنعرف كل شيء,20f160bd-5286-4525-9c42-be8f367c8fa9
Al Hayba (S5E1),"00:39:10,040 --> 00:39:12,120",Speaker_1,أليس حراماً أن يتربى ابني بدون أمه؟,20f160bd-5286-4525-9c42-be8f367c8fa9
Al Hayba (S5E1),"00:39:12,560 --> 00:39:14,720",Speaker_2,أليس حراماً أن يتيتم باكراً؟,20f160bd-5286-4525-9c42-be8f367c8fa9
Al Hayba (S5E1),"00:39:16,680 --> 00:39:19,840",Speaker_1,لم تمت زوجتك وحدها بل أخوه أيضاً,20f160bd-5286-4525-9c42-be8f367c8fa9
Al Hayba (S5E1),"00:42:48,000 --> 00:42:49,680",Speaker_1,رحل عادل,3cb3bd1f-3a67-4785-acb9-b15e0ed43147
Al Hayba (S5E1),"00:42:52,560 --> 00:42:54,040",Speaker_2,ورحل صخر,3cb3bd1f-3a67-4785-acb9-b15e0ed43147
Al Hayba (S5E1),"00:42:57,520 --> 00:42:59,680",Speaker_1,ولم يبق سواي من أبنائك,3cb3bd1f-3a67-4785-acb9-b15e0ed43147
Al Hayba (S5E1),"00:43:10,480 --> 00:43:12,160",Speaker_1,سامحيني يا أم جبل,3813e164-1028-41e6-a762-47b0f1666234
Al Hayba (S5E1),"00:43:16,440 --> 00:43:17,960",Speaker_2,جبلك,3813e164-1028-41e6-a762-47b0f1666234
Al Hayba (S5E1),"00:43:21,200 --> 00:43:23,880",Speaker_1,لم يستطع رد البلاء الذي حدث البارحة,3813e164-1028-41e6-a762-47b0f1666234
Al Hayba (S5E1),"00:43:31,240 --> 00:43:33,240",Speaker_1,قتلت زيدان ورحل,cb022f5f-2961-49cb-b9f8-4667f85297da
Al Hayba (S5E1),"00:43:34,280 --> 00:43:37,120",Speaker_2,ولكن ظهر لي الذي وراءه ومن هو أقذر منه,cb022f5f-2961-49cb-b9f8-4667f85297da
Al Hayba (S5E1),"00:43:40,400 --> 00:43:42,400",Speaker_1,إنهم يسعون خلفنا جميعاً,cb022f5f-2961-49cb-b9f8-4667f85297da
Al Hayba (S5E1),"00:43:44,600 --> 00:43:46,200",Speaker_2,ويريدون القضاء علينا,cb022f5f-2961-49cb-b9f8-4667f85297da
Al Hayba (S5E1),"00:43:53,320 --> 00:43:56,360",Speaker_1,لم أعد أقوى على الجلوس وتلقي الرصاص منهم يا أمي,82ee8ecd-2f29-4d6a-82ee-07404b0ea26b
Al Hayba (S5E1),"00:43:58,320 --> 00:44:00,360",Speaker_2,يجب أن أذهب إليهم لأنال منهم,82ee8ecd-2f29-4d6a-82ee-07404b0ea26b
Al Hayba (S5E1),"00:44:04,520 --> 00:44:07,360",Speaker_1,أريد إشارة منك لأعرف أنك راضية بذلك,82ee8ecd-2f29-4d6a-82ee-07404b0ea26b
Al Hayba (S5E1),"00:44:10,360 --> 00:44:12,520",Speaker_2,ائذني لي,82ee8ecd-2f29-4d6a-82ee-07404b0ea26b
West Beirut,"00:01:19,840 --> 00:01:20,760",Speaker_1,إنها تسقط,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:22,560 --> 00:01:24,440",Speaker_2,إنها ميغ 21,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:25,320 --> 00:01:28,280",Speaker_1,انظر إلى الذيل أيها الغبي إنها هوكر هانتر,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:29,720 --> 00:01:31,640",Speaker_2,لا، كانوا قريبون منه,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:34,720 --> 00:01:37,680",Speaker_1,اصطفوا هيا اصطفوا,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:38,000 --> 00:01:39,320",Speaker_2,عادت الساحرة الشمطاء,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:39,400 --> 00:01:40,600",Speaker_1,هيا,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:41,640 --> 00:01:43,000",Speaker_2,هيا,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:43,080 --> 00:01:47,320",Speaker_1,انتهى وقت الاستراحة هيا إلى الصفوف,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:48,040 --> 00:01:49,160",Speaker_2,هيا,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:50,240 --> 00:01:52,680",Speaker_1,هيا بنا  اللعنة عليها، لم لا تزال حيةً؟,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:52,760 --> 00:01:53,600",Speaker_2,هيا بنا,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:01:53,680 --> 00:01:54,840",Speaker_1,لم تتزوج بعد,96339ff5-d9c5-40fd-acf4-7b51ae565ab9
West Beirut,"00:02:11,040 --> 00:02:15,480",Speaker_1,انهضوا يا أبناء الوطن,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:02:15,560 --> 00:02:19,280",Speaker_2,فقد دقت ساعة المجد,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:02:19,360 --> 00:02:23,560",Speaker_1,بعد أن رٌفعت في وجوهنا رايات الاستبداد المدممة,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:02:23,640 --> 00:02:26,880",Speaker_2,أتسمعون في جميع أصقاع بلادنا,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:02:26,960 --> 00:02:31,640",Speaker_1,عواء أولئك الجنود الهجميين؟,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:02:31,720 --> 00:02:37,240",Speaker_2,الذين يأتون إلى أسرّتنا,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:02:37,320 --> 00:02:44,320",Speaker_1,لذبح أبنائنا ونسائنا,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:02:44,400 --> 00:02:51,000",Speaker_2,هلّموا إلى السلاح أيها المواطنون,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:02:51,080 --> 00:02:56,600",Speaker_1,شكّلوا صفوفكم,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:02:56,680 --> 00:03:01,760",Speaker_2,كلنا للوطن للعلى للعلم,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:03:02,560 --> 00:03:07,560",Speaker_1,ملء عين الزّمن سيفنا والقلم,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:03:08,320 --> 00:03:10,640",Speaker_2,سهلنا والجبل منبت للرجال,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:03:10,720 --> 00:03:12,440",Speaker_1,قولنا والعمـل في سبيل الكمال,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:03:13,040 --> 00:03:16,480",Speaker_2,نويري سيد نويري,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:03:17,280 --> 00:03:18,360",Speaker_1,انزل  كلنا للوطن,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:03:18,440 --> 00:03:20,120",Speaker_2,للعلى للعلم,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:03:20,200 --> 00:03:23,360",Speaker_1,كلنا للوطن,f5a39972-1ef7-49f5-889c-9e157933d98e
West Beirut,"00:03:38,560 --> 00:03:45,480",Speaker_1,كلنا للوطن للعلى للعلم,dd9baaef-3fb7-4690-a6b5-7d7290f0e5de
West Beirut,"00:03:48,920 --> 00:03:50,880",Speaker_2,سيد نويري، قف منتصبًا,dd9baaef-3fb7-4690-a6b5-7d7290f0e5de
West Beirut,"00:03:51,280 --> 00:03:54,480",Speaker_1,اكتب هذا السيد طارق نويري مهرج,dd9baaef-3fb7-4690-a6b5-7d7290f0e5de
West Beirut,"00:04:31,200 --> 00:04:33,680",Speaker_1,أنت شاب أميّ بجدارة,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:04:33,760 --> 00:04:37,520",Speaker_2,من الذي تسخر منه يا سيد نويري؟ فرنسا؟,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:04:39,560 --> 00:04:40,920",Speaker_1,قل نعم أو لا؟,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:04:41,240 --> 00:04:46,600",Speaker_2,قل، نعم، أنا أسخر من فرنسا،  أو، لا، لا أسخر من فرنسا,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:04:48,320 --> 00:04:49,480",Speaker_1,أقول، لا,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:04:49,560 --> 00:04:50,920",Speaker_2,لا؟,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:04:52,480 --> 00:04:54,400",Speaker_1,نعم، أعني، لا,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:04:55,440 --> 00:04:56,600",Speaker_2,فهمت,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:04:57,120 --> 00:05:00,520",Speaker_1,أنا أسخر من البلد الذي يتولى تعليمي,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:01,320 --> 00:05:04,800",Speaker_2,لا أعني أجل لا,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:07,080 --> 00:05:08,760",Speaker_1,أهذا مضحك؟,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:09,640 --> 00:05:12,160",Speaker_2,أعلى,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:12,640 --> 00:05:13,880",Speaker_1,الجانب الآخر,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:15,720 --> 00:05:18,760",Speaker_2,سيد نويري، أنت أحمق,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:19,400 --> 00:05:21,080",Speaker_1,أنت وقح,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:21,960 --> 00:05:24,000",Speaker_2,وقاحتك لا حدود لها,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:24,480 --> 00:05:26,720",Speaker_1,أنت غير نافع يا سيد نويري,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:27,400 --> 00:05:29,120",Speaker_2,أنت تنتمي إلى الأدغال,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:30,320 --> 00:05:32,640",Speaker_1,هيا اخرج,81df7399-56f9-4ddc-b352-9212eb2807e3
West Beirut,"00:05:41,040 --> 00:05:42,480",Speaker_1,أبقوا الأمر في أذهانكم،,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:05:42,560 --> 00:05:44,480",Speaker_2,سيداتي وسادتي,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:05:45,640 --> 00:05:48,400",Speaker_1,أن الليسيه الفرنسية في بيروت,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:05:48,480 --> 00:05:52,320",Speaker_2,هو تجسيد للمهمة الفرنسية,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:05:53,240 --> 00:05:56,920",Speaker_1,دعونا لا ننسى أن فرنسا أنشأت بلادكم،,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:05:57,720 --> 00:06:00,160",Speaker_2,ورسمت حدودكم،,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:01,200 --> 00:06:03,200",Speaker_1,وعلمتكم السلام,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:05,080 --> 00:06:08,320",Speaker_2,نحن من أنشأ أساس حضارتكم,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:09,280 --> 00:06:11,280",Speaker_1,ودستوركم,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:12,240 --> 00:06:14,280",Speaker_2,اعلموا أن التعليم،,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:15,640 --> 00:06:17,960",Speaker_1,خاصة التعليم الفرنسي،,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:19,320 --> 00:06:24,600",Speaker_2,هو السبيل الوحيد للخروج من عاداتكم البدائية,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:26,400 --> 00:06:27,840",Speaker_1,لذا،,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:29,360 --> 00:06:31,080",Speaker_2,افتحوا كتبكم,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:31,800 --> 00:06:34,560",Speaker_1,إليكم الموضوع هل الجميع مستعدون؟,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:35,800 --> 00:06:38,880",Speaker_2,يواجهكم حارس مبنى بطريقة فظة,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:40,120 --> 00:06:42,120",Speaker_1,لأنه اعتقد أنكم لصوص,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:43,880 --> 00:06:46,920",Speaker_2,يواجهكم حارس مبنى بطريقة فظة,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:47,000 --> 00:06:49,600",Speaker_1,لأنه اعتقد أنكم لصوص,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:50,440 --> 00:06:52,080",Speaker_2,13 أبريل 1975,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:52,480 --> 00:06:54,320",Speaker_1,صفوا رد فعلكم وكيف انتهى كل شيء,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:06:55,200 --> 00:06:57,760",Speaker_2,صفوا رد فعلكم وكيف انتهى كل شيء,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:07:00,040 --> 00:07:01,720",Speaker_1,في البداية، مراسم القبول,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:07:02,520 --> 00:07:04,240",Speaker_2,ثانيًا، تطوير الموضوع,43064859-1482-4f4e-90f7-40358372c673
West Beirut,"00:08:18,080 --> 00:08:20,720",Speaker_1,قد تصرفت بعدم مسؤولية,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:21,960 --> 00:08:23,440",Speaker_2,بني، كيف تقول هذا؟,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:23,520 --> 00:08:26,440",Speaker_1,هذا صحيح أتعرفين أن آخر من انتظر؟,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:26,520 --> 00:08:28,840",Speaker_2,في اللحظة التي سمعت فيها الأخبار على المذياع،,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:28,920 --> 00:08:32,200",Speaker_1,غادرت المحكمة بأسرع ما يمكن أقود منذ ساعتين لأصل إليك,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:33,280 --> 00:08:36,040",Speaker_2,أين أبي؟  أتمنى أن يكون عاد إلى المنزل,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:36,120 --> 00:08:38,960",Speaker_1,هاجم مسلحون مقنعون من حزب الكتائب,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:40,000 --> 00:08:44,200",Speaker_2,حيث أطلق عناصر  من حزب الكتائب النيران باتجاه,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:44,280 --> 00:08:47,560",Speaker_1,ماما، ماذا يحدث؟  لا أحد يعرف ما يجري,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:48,360 --> 00:08:49,600",Speaker_2,أنا أعرف,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:49,680 --> 00:08:52,280",Speaker_1,باتجاه تل الزعتر,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:52,360 --> 00:08:53,480",Speaker_2,سبق الحادث,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:53,560 --> 00:08:56,040",Speaker_1,خالة هالة، كان ابنك رائعًا اليوم,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:56,120 --> 00:08:57,280",Speaker_2,اصمت,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:58,040 --> 00:08:59,680",Speaker_1,قرر ابنك اليوم,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:08:59,760 --> 00:09:02,840",Speaker_2,لتحرير فلسطين أدتت إلى مقتل وجرح 6 أشخاص,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:09:02,920 --> 00:09:04,960",Speaker_1,خالة هالة، ابنك سعيد,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:09:05,040 --> 00:09:08,320",Speaker_2,أستبقى دومًا على هذه الحالة؟  أمي، لم أفعل شيئًا اليوم,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:09:08,440 --> 00:09:10,760",Speaker_1,تعرفين رفيقي هذا، يحب اختلاق الأمور,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:09:10,840 --> 00:09:11,880",Speaker_2,هذا يكفي  اصمت,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:09:11,960 --> 00:09:14,040",Speaker_1,كان هو في الملعب,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:09:15,160 --> 00:09:16,600",Speaker_2,طارق، عمر، توقفا,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:09:17,520 --> 00:09:19,400",Speaker_1,هلّا تتركني وشأني؟,1fa063f9-d545-4bcd-bb1d-ae9faea63c07
West Beirut,"00:09:38,000 --> 00:09:39,320",Speaker_1,لا تأكل بيديك,1711efdd-2872-4134-b99c-e1f5ce4fefdc
West Beirut,"00:09:41,400 --> 00:09:43,040",Speaker_2,أمي، أريد سردين,1711efdd-2872-4134-b99c-e1f5ce4fefdc
West Beirut,"00:09:43,560 --> 00:09:45,160",Speaker_1,سردين كل يوم، تريد السردين,1711efdd-2872-4134-b99c-e1f5ce4fefdc
West Beirut,"00:10:32,800 --> 00:10:35,840",Speaker_1,أتذكرين يا هالة العام 1963 حين كنا في الجامعة؟,e50c8a55-e0a7-4ff2-86d7-9ddf171e0fc0
West Beirut,"00:10:36,280 --> 00:10:37,520",Speaker_2,ماذا حدث يا أبي؟,e50c8a55-e0a7-4ff2-86d7-9ddf171e0fc0
West Beirut,"00:10:38,200 --> 00:10:42,520",Speaker_1,عام 1963، قمنا بمظاهرة طلابية وصل أثرها إلى الجزائر,e50c8a55-e0a7-4ff2-86d7-9ddf171e0fc0
West Beirut,"00:10:43,640 --> 00:10:45,680",Speaker_2,كادت الحكومة أن تسقط لولا تدخل الجيش,e50c8a55-e0a7-4ff2-86d7-9ddf171e0fc0
West Beirut,"00:10:46,960 --> 00:10:48,920",Speaker_1,ذكرتني أحداث اليوم بتلك الأيام,e50c8a55-e0a7-4ff2-86d7-9ddf171e0fc0
West Beirut,"00:10:51,640 --> 00:10:52,960",Speaker_2,أين كانت أمي؟,e50c8a55-e0a7-4ff2-86d7-9ddf171e0fc0
West Beirut,"00:10:53,800 --> 00:10:57,640",Speaker_1,كانت أمي في ثورة مختلفة,e50c8a55-e0a7-4ff2-86d7-9ddf171e0fc0
West Beirut,"00:10:58,360 --> 00:10:59,920",Speaker_2,كانت في ثورتي,e50c8a55-e0a7-4ff2-86d7-9ddf171e0fc0
West Beirut,"00:11:01,080 --> 00:11:02,360",Speaker_1,حبيبتي القوية,e50c8a55-e0a7-4ff2-86d7-9ddf171e0fc0
West Beirut,"00:11:09,360 --> 00:11:10,400",Speaker_1,رياض،,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:11,160 --> 00:11:12,840",Speaker_2,من كان وراء الاعتداء؟,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:13,400 --> 00:11:17,040",Speaker_1,أعتقد أنه انتقام إسرائيلي من الفلسطينيين  بسبب ما حصل في تل أبيب,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:17,120 --> 00:11:18,480",Speaker_2,إنها ليست مشكلتنا,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:18,880 --> 00:11:21,400",Speaker_1,كيف لا تكون مشكلتنا طالما أنها حدثت على أرضنا؟,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:23,240 --> 00:11:26,640",Speaker_2,قالبت مندوب الصحافة الأوربية في المحكمة اليوم،,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:26,720 --> 00:11:30,640",Speaker_1,أتعلم ما قالي لي؟ قال إن لبنان ستواجه تغيرات جذرية,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:32,400 --> 00:11:33,600",Speaker_2,تغيرات جذرية؟,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:34,960 --> 00:11:36,680",Speaker_1,يا للعبقرية,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:36,760 --> 00:11:40,400",Speaker_2,يمر الشرق الأوسط طوال 100 عام  بتغييرات جذرية,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:41,120 --> 00:11:44,240",Speaker_1,لكن اسمع ما قال لي، استعدوا لشتاء طويل,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:45,640 --> 00:11:47,360",Speaker_2,منذ متى يفهم الغرب قضايا الشرق؟,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:47,440 --> 00:11:48,720",Speaker_1,والآن يقومون بتحليله؟,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:49,640 --> 00:11:50,960",Speaker_2,أوافقك الرأي,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:53,520 --> 00:11:56,680",Speaker_1,أعتقد أنهم سيرسلون إلينا بعد بضعة أيام أحد أعضاء مجلس الشيوخ الأميركي,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:11:56,760 --> 00:11:59,960",Speaker_2,لإجراء بعض المفاوضات هنا وهناك، وسينتهي الأمر,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:12:00,440 --> 00:12:03,840",Speaker_1,أما الصيف المقبل، فسنقوم بأجمل رحلة تخييم في فرنسا,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:12:03,920 --> 00:12:04,800",Speaker_2,لا، شكرًا,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:12:05,400 --> 00:12:06,800",Speaker_1,أذهب إلى فرنسا كل يوم,121b3ea5-1fe8-4df5-b41c-0849984877d3
West Beirut,"00:12:25,040 --> 00:12:25,880",Speaker_1,انظر,391f76bc-6bcd-4e1b-a26e-c3847bfce59c
West Beirut,"00:12:27,400 --> 00:12:28,400",Speaker_2,هناك,391f76bc-6bcd-4e1b-a26e-c3847bfce59c
West Beirut,"00:12:29,840 --> 00:12:31,960",Speaker_1,أبي، ما هذه؟,391f76bc-6bcd-4e1b-a26e-c3847bfce59c
West Beirut,"00:12:32,600 --> 00:12:34,200",Speaker_2,إنها قنابل مضيئة,391f76bc-6bcd-4e1b-a26e-c3847bfce59c
West Beirut,"00:13:00,320 --> 00:13:03,680",Speaker_1,الله أكبر,e4d59d71-e542-4859-aa9a-d60e18fa0786
West Beirut,"00:13:03,760 --> 00:13:05,240",Speaker_2,يا أبو خضر,e4d59d71-e542-4859-aa9a-d60e18fa0786
West Beirut,"00:13:05,880 --> 00:13:07,080",Speaker_1,يا أبو خضر,e4d59d71-e542-4859-aa9a-d60e18fa0786
West Beirut,"00:13:07,960 --> 00:13:09,840",Speaker_2,اللعنة عليك وقت الفجر,e4d59d71-e542-4859-aa9a-d60e18fa0786
West Beirut,"00:13:10,800 --> 00:13:13,920",Speaker_1,لم تصيح من قبل شروق الشمس؟ لم لا تنتظر؟,e4d59d71-e542-4859-aa9a-d60e18fa0786
